#ZVView-data-copy:   1-Oct-2024 00:21:42
#=======================================
#
#name:   ENDF/B-VIII.0: CA-46(N,EL)CA-46-L0
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  441
#data...
#            X            Y
#          MeV        barns
       4.52744       2.3589 
       4.58794      2.31414 
           4.6      2.30004 
           4.8      2.24145 
       4.86244      2.23018 
             5      2.18513 
       5.12365      2.17009 
           5.2      2.12991 
       5.71139      1.99261 
       6.24374      1.86236 
       6.84797      1.73049 
       7.46239      1.61107 
       8.05643      1.50767 
       8.61992      1.41993 
       9.20083       1.3377 
       9.63403      1.28207 
       10.0476      1.23245 
         10.12      1.22376 
       10.2628      1.20803 
       10.4076      1.19207 
          10.5      1.18189 
       10.6218      1.18616 
       10.7717      1.16512 
       10.9236      1.14377 
            11      1.13305 
       11.1552      1.11948 
       11.3126      1.10572 
       11.4722      1.09177 
          11.5      1.08933 
       11.6622      1.07687 
       11.8268      1.06422 
       11.9936       1.0514 
            12      1.05091 
       12.1693      1.03963 
        12.341       1.0282 
          12.5      1.01761 
       12.6764       1.0076 
       12.8552     0.997458 
            13     0.989243 
       13.1834     0.980502 
       13.3694     0.971638 
          13.5     0.965413 
       13.6905     0.958192 
       13.8836     0.950868 
       14.0795     0.943441 
       14.1191     0.941939 
       14.3183     0.936248 
       14.5203     0.930477 
       14.7015       0.9253 
       14.9089     0.920672 
       15.0463     0.917607 
       15.2586     0.914062 
       15.4738     0.910467 
        15.505     0.909947 
       15.7237     0.907195 
       15.9456     0.904405 
            16      0.90372 
       16.2257     0.902683 
       16.4546     0.901631 
       16.6868     0.900564 
       16.9222     0.899483 
            17     0.899125 
       17.2398      0.89999 
       17.4831     0.900867 
       17.7297     0.901756 
       17.9799     0.902658 
            18     0.902731 
       18.2539     0.905388 
       18.5115     0.908083 
       18.7726     0.910816 
            19     0.913194 
       19.2681     0.917446 
       19.5399     0.921758 
       19.8156     0.926131 
            20     0.929056 
       20.2822      0.93487 
       20.5683     0.940766 
       20.8585     0.946745 
            21      0.94966 
       21.2963     0.956922 
       21.5967     0.964286 
       21.9014     0.971754 
            22      0.97417 
       22.3104     0.982746 
       22.6251     0.991443 
       22.9443      1.00026 
            23       1.0018 
       23.3245      1.01178 
       23.6536       1.0219 
       23.9873      1.03216 
       24.3257      1.04256 
       24.6689      1.05312 
            25       1.0633 
       25.3527      1.07469 
       25.7104      1.08625 
       26.0731      1.09796 
        26.441      1.10984 
        26.814      1.12189 
       27.1923      1.13411 
       27.5759       1.1465 
        27.965      1.15907 
       28.3595      1.17181 
       28.7596      1.18474 
            29       1.1925 
       29.4091      1.20475 
        29.824      1.21718 
       30.2448      1.22978 
       30.6715      1.24256 
            31       1.2524 
       31.4374      1.26414 
       31.8809      1.27605 
       32.3307      1.28813 
       32.7868      1.30038 
            33       1.3061 
       33.4656      1.31697 
       33.9377        1.328 
       34.4165      1.33918 
       34.9021      1.35051 
            35       1.3528 
       35.4938       1.3625 
       35.9945      1.37234 
       36.5024      1.38232 
            37       1.3921 
        37.522      1.40043 
       38.0514      1.40887 
       38.5882      1.41743 
            39        1.424 
       39.5502      1.43077 
       40.1082      1.43763 
       40.6741      1.44459 
            41       1.4486 
       41.5784      1.45369 
        42.165      1.45885 
       42.7599      1.46409 
            43       1.4662 
       43.6067      1.46957 
       44.2219      1.47298 
       44.8458      1.47644 
            45       1.4773 
       45.6349      1.47851 
       46.2787      1.47973 
       46.9316      1.48097 
       47.5937      1.48223 
            48        1.483 
       48.6772      1.48167 
       49.3639      1.48032 
       50.0604      1.47895 
       50.7666      1.47756 
            51       1.4771 
       51.7195      1.47338 
       52.4492      1.46961 
       53.1892      1.46579 
       53.9396      1.46191 
            54       1.4616 
       54.7618      1.45539 
       55.5344      1.44909 
       56.3179      1.44271 
       57.1125      1.43623 
       57.9182      1.42967 
            58        1.429 
       58.8183      1.42029 
       59.6481      1.41145 
       60.4896      1.40249 
        61.343       1.3934 
            62       1.3864 
       62.8747      1.37543 
       63.7618      1.36431 
       64.6613      1.35303 
       65.5736      1.34159 
       66.4987      1.32999 
            67       1.3237 
       67.9453      1.31048 
       68.9038      1.29708 
       69.8759      1.28349 
       70.8618      1.26971 
       71.8615      1.25573 
       72.8753      1.24155 
       73.9035      1.22718 
       74.9461       1.2126 
       76.0035      1.19782 
       77.0757      1.18282 
            78       1.1699 
       79.1004       1.1546 
       80.2164      1.13909 
       81.3481      1.12336 
       82.4958      1.10741 
       83.6597      1.09123 
       84.8399      1.07482 
       86.0369      1.05819 
            87       1.0448 
       88.2274      1.02885 
       89.4721      1.01267 
       90.7344     0.996258 
       92.0145     0.979618 
       93.3127     0.962744 
            94      0.95381 
       95.3262     0.937922 
       96.6711     0.921811 
       98.0349     0.905472 
        99.418     0.888902 
           100      0.88193 
       101.411     0.866411 
       102.842     0.850673 
       104.292     0.834713 
       105.764     0.818528 
           106      0.81593 
       107.495     0.801038 
       109.012     0.785935 
        110.55      0.77062 
           112      0.75618 
        113.58     0.741969 
       115.183     0.727558 
       116.808     0.712944 
           118      0.70222 
       119.665     0.688808 
       121.353     0.675206 
       123.065     0.661412 
           124      0.65388 
       125.749     0.641319 
       127.524     0.628581 
       129.323     0.615663 
           130       0.6108 
       131.834     0.599163 
       133.694     0.587362 
        135.58     0.575394 
           136      0.57273 
       137.919     0.561678 
       139.865      0.55047 
           140      0.54969 
       141.975     0.539475 
       143.978     0.529116 
           146      0.51866 
        148.06     0.509312 
       150.149     0.499832 
           152      0.49143 
       154.144     0.482931 
       156.319     0.474312 
           158      0.46765 
       160.229     0.459978 
        162.49     0.452198 
           164        0.447 
       166.314     0.440132 
        168.66     0.433167 
           170      0.42919 
       172.398     0.423102 
       174.831     0.416928 
           176      0.41396 
       178.483     0.408634 
       181.001     0.403233 
           182      0.40109 
       184.568     0.396515 
       187.172     0.391876 
           188       0.3904 
       190.652     0.386554 
       193.342     0.382654 
           194       0.3817 
       196.737     0.378589 
       199.513     0.375434 
           200      0.37488 
//
#-------------------------------------------------------------------------------
