#ZVView-data-copy:   1-Oct-2024 17:18:26
#=======================================
#
#name:   ENDF/B-VIII.0: W-184(N,EL)W-184-L0
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  19007
#data...
#            X            Y
#          MeV        barns
   0.000101578      3.82789 
   0.000101587      4.12953 
   0.000101594      4.39474 
   0.000101602      4.68215 
   0.000101609      4.99277 
   0.000101616      5.32748 
   0.000101624      5.68719 
   0.000101631      6.07266 
   0.000101641      6.62796 
    0.00010165      7.23181 
    0.00010166      7.88535 
    0.00010167      8.60762 
    0.00010168      9.40288 
   0.000101691       10.254 
   0.000101701      11.1601 
   0.000101712      12.1904 
   0.000101724       13.354 
   0.000101739      15.0015 
   0.000101756      16.8569 
   0.000101777      19.3819 
   0.000101833      26.1253 
   0.000101853      28.4792 
   0.000101872      30.4098 
   0.000101891      32.2636 
   0.000101907      33.5429 
   0.000101921      34.5408 
   0.000101938      35.4538 
   0.000101954      36.0547 
   0.000101968      36.3777 
   0.000101979      36.4706 
   0.000101993      36.4045 
   0.000102009      36.0919 
   0.000102024      35.5393 
   0.000102041      34.7114 
   0.000102056      33.7646 
   0.000102075      32.3368 
   0.000102094      30.6792 
   0.000102114      28.8416 
   0.000102156      24.6212 
   0.000102185       21.683 
   0.000102204      19.9028 
   0.000102222      18.2184 
   0.000102241      16.6499 
   0.000102259      15.2282 
   0.000102271      14.3537 
   0.000102283      13.5388 
   0.000102296      12.7833 
   0.000102308      12.0862 
    0.00010232      11.4457 
   0.000102332      10.8598 
   0.000102344      10.3258 
   0.000102357      9.84068 
   0.000102369       9.4014 
   0.000102381      9.00466 
   0.000102393      8.64714 
   0.000102411      8.17722 
    0.00010243      7.77737 
   0.000102446      7.47973 
   0.000102465      7.16644 
   0.000102485      6.90235 
   0.000102504      6.67877 
   0.000102524      6.48834 
   0.000102553      6.25168 
   0.000102582      6.05972 
   0.000102616      5.87668 
   0.000102641      5.76597 
    0.00010269      5.58046 
   0.000102738      5.42923 
   0.000102814      5.24018 
   0.000102894      5.08028 
   0.000102975      4.94996 
   0.000103099        4.789 
   0.000103246      4.64254 
   0.000103392      4.52726 
   0.000103587      4.40609 
   0.000103782      4.31033 
    0.00010406      4.20282 
   0.000104338      4.11797 
   0.000104777      4.01323 
   0.000105285      3.91983 
    0.00010587      3.83385 
   0.000106865      3.71793 
   0.000108192      3.59408 
   0.000110365      3.42439 
   0.000114751      3.12221 
   0.000122143      2.62184 
   0.000126248      2.32949 
   0.000130478      2.01249 
   0.000133906      1.74214 
   0.000137449       1.4507 
   0.000141297      1.12244 
   0.000146275     0.691514 
   0.000148039     0.542705 
   0.000149375     0.433824 
   0.000150204     0.368889 
   0.000151012     0.308018 
   0.000151653     0.261729 
   0.000152202     0.223874 
   0.000152642     0.194904 
   0.000153037     0.169945 
   0.000153433     0.146139 
   0.000153762     0.127234 
   0.000154077     0.110066 
   0.000154335    0.0967553 
   0.000154592    0.0841029 
   0.000154798    0.0744805 
   0.000155016    0.0647786 
   0.000155183    0.0577307 
    0.00015535    0.0510179 
   0.000155517    0.0446571 
   0.000155666    0.0392863 
   0.000155785    0.0352051 
   0.000155904    0.0313202 
   0.000156018    0.0278158 
   0.000156137    0.0243279 
   0.000156232    0.0216895 
   0.000156328    0.0191893 
   0.000156409    0.0171661 
   0.000156494    0.0151805 
   0.000156578    0.0133098 
   0.000156645    0.0118976 
   0.000156705    0.0107242 
   0.000156764   0.00960989 
   0.000156823   0.00855541 
   0.000156882   0.00756158 
   0.000156935   0.00672609 
   0.000156987   0.00594016 
    0.00015703   0.00534746 
   0.000157068    0.0048417 
   0.000157101    0.0044143 
   0.000157143   0.00390966 
   0.000157177   0.00352983 
   0.000157215   0.00312808 
   0.000157245   0.00283447 
   0.000157274   0.00255747 
   0.000157304   0.00229722 
   0.000157325   0.00212162 
   0.000157346   0.00195466 
   0.000157367   0.00179638 
   0.000157388   0.00164681 
   0.000157414   0.00147887 
    0.00015743   0.00137396 
   0.000157447   0.00127471 
   0.000157469   0.00115472 
   0.000157489   0.00105274 
   0.000157509   0.00095889 
   0.000157526  0.000886901 
   0.000157543  0.000820604 
   0.000157558  0.000763874 
   0.000157572   0.00071922 
   0.000157585  0.000678239 
   0.000157598  0.000643913 
   0.000157609  0.000614043 
   0.000157621  0.000587014 
   0.000157632  0.000563915 
   0.000157643  0.000543404 
   0.000157654  0.000525485 
   0.000157666  0.000510167 
   0.000157677  0.000496886 
   0.000157688  0.000487353 
   0.000157701  0.000478691 
   0.000157715  0.000473812 
   0.000157726  0.000472643 
   0.000157735  0.000473726 
   0.000157748  0.000477966 
   0.000157755   0.00048198 
   0.000157768  0.000492344 
   0.000157782  0.000506546 
   0.000157795    0.0005246 
   0.000157805  0.000540674 
   0.000157816  0.000561086 
   0.000157829  0.000586653 
   0.000157842  0.000618272 
   0.000157853  0.000647602 
   0.000157867  0.000686383 
    0.00015788  0.000729089 
   0.000157893   0.00077573 
   0.000157907   0.00082632 
    0.00015792  0.000880864 
   0.000157937  0.000954637 
   0.000157954   0.00103463 
   0.000157973   0.00113285 
   0.000157988   0.00121979 
   0.000158004   0.00131221 
    0.00015802   0.00141013 
   0.000158036   0.00152119 
   0.000158054   0.00164667 
   0.000158072   0.00177941 
   0.000158099   0.00199223 
   0.000158121    0.0021822 
   0.000158143    0.0023837 
   0.000158166   0.00259679 
   0.000158195   0.00289122 
   0.000158215   0.00310665 
   0.000158242   0.00340872 
   0.000158269   0.00372786 
   0.000158303   0.00416548 
   0.000158327   0.00447829 
   0.000158358   0.00491608 
   0.000158389   0.00537769 
   0.000158432   0.00604253 
   0.000158476   0.00679053 
   0.000158521   0.00758842 
   0.000158566   0.00843671 
   0.000158612   0.00938222 
   0.000158666    0.0105324 
    0.00015872    0.0117576 
   0.000158773    0.0130587 
   0.000158831     0.014555 
   0.000158885    0.0160174 
   0.000158938    0.0175585 
    0.00015901    0.0197373 
   0.000159081    0.0220599 
   0.000159144    0.0242118 
   0.000159211    0.0266433 
   0.000159278    0.0292067 
   0.000159367    0.0328335 
   0.000159456    0.0367037 
   0.000159547    0.0408987 
   0.000159638    0.0453565 
   0.000159729    0.0500826 
    0.00015982    0.0550822 
   0.000159937    0.0619169 
   0.000160054    0.0692249 
   0.000160171    0.0770189 
   0.000160287    0.0853122 
   0.000160424    0.0956373 
    0.00016056     0.106684 
   0.000160696     0.118477 
   0.000160833     0.131037 
    0.00016096     0.143475 
   0.000161087     0.156621 
   0.000161214     0.170504 
   0.000161384     0.190196 
    0.00016156     0.212037 
   0.000161705     0.231244 
    0.00016185     0.251545 
   0.000162044     0.280398 
   0.000162238     0.311376 
   0.000162397     0.338487 
   0.000162563      0.36843 
   0.000162729     0.400125 
   0.000162895     0.433663 
   0.000163117      0.48141 
   0.000163308     0.525499 
   0.000163511       0.5755 
   0.000163715     0.628775 
   0.000163919     0.685503 
   0.000164122     0.745872 
   0.000164326     0.810137 
    0.00016453      0.87852 
   0.000164733     0.951165 
   0.000164937      1.02827 
    0.00016514      1.11009 
   0.000165344      1.19686 
    0.00016558      1.30379 
   0.000165816      1.41821 
   0.000166051      1.54071 
   0.000166287      1.67174 
   0.000166523      1.81182 
   0.000166745      1.95219 
    0.00016703      2.14678 
   0.000167316      2.35773 
   0.000167602       2.5865 
   0.000167831      2.78348 
   0.000168088      3.02156 
   0.000168345      3.28018 
   0.000168998      3.98853 
   0.000169134      4.15176 
   0.000169326      4.40655 
   0.000169646      4.86736 
   0.000169966      5.36701 
   0.000170252       5.8527 
   0.000170521      6.34724 
    0.00017079      6.88221 
   0.000171059      7.46238 
   0.000171328      8.09178 
   0.000171595      8.76749 
   0.000171855       9.4848 
   0.000172116      10.2629 
   0.000172377      11.1078 
   0.000172637      12.0263 
   0.000172898       13.026 
   0.000173159      14.1155 
   0.000173419      15.3043 
    0.00017368      16.6035 
   0.000173941      18.0255 
   0.000174201      19.5844 
   0.000174443      21.1639 
   0.000174674      22.8172 
   0.000174906      24.6195 
   0.000175138      26.5875 
   0.000175369      28.7402 
   0.000175601      31.0992 
   0.000175833      33.6897 
   0.000176064      36.5407 
   0.000176296      39.6838 
   0.000176528      43.1539 
   0.000176759      46.9981 
   0.000176968      50.8231 
   0.000177176      55.0386 
   0.000177385      59.6949 
   0.000177594      64.8512 
   0.000177733      68.6004 
   0.000177933      74.5106 
   0.000178119      80.5484 
   0.000178304      87.2217 
   0.000178489      94.6177 
   0.000178675      102.839 
   0.000178798      108.837 
   0.000178968      117.846 
    0.00017913      127.372 
   0.000179293      137.931 
   0.000179455      149.669 
   0.000179563      158.235 
   0.000179671      167.461 
   0.000179818       181.16 
   0.000179957      195.549 
   0.000180096      211.505 
   0.000180235      229.253 
   0.000180327      242.207 
    0.00018042      256.163 
   0.000180509      270.574 
   0.000180636      293.235 
   0.000180721        309.8 
   0.000180806       327.67 
   0.000180891      346.982 
   0.000180976      367.885 
   0.000181061       390.55 
   0.000181146      415.169 
    0.00018125      448.392 
   0.000181355      485.387 
   0.000181424      512.426 
   0.000181494      541.592 
   0.000181563      573.104 
   0.000181633       607.21 
   0.000181702      644.191 
   0.000181764      679.734 
   0.000181826      718.054 
   0.000181888      759.437 
   0.000181949      804.203 
   0.000182011      852.718 
   0.000182073      905.392 
   0.000182135       962.69 
   0.000182196      1025.14 
   0.000182271      1107.75 
   0.000182345      1199.86 
   0.000182394      1267.25 
   0.000182444      1339.97 
   0.000182493      1418.56 
   0.000182542      1503.62 
   0.000182592      1595.83 
   0.000182657      1728.98 
     0.0001827      1826.26 
   0.000182743      1931.08 
   0.000182786      2044.17 
    0.00018283       2166.3 
   0.000182873      2298.31 
   0.000182916      2441.14 
   0.000182956      2584.33 
   0.000183012      2801.03 
   0.000183068      3041.38 
   0.000183123      3307.99 
   0.000183179      3603.58 
   0.000183234      3930.85 
    0.00018329      4292.37 
   0.000183346      4690.28 
   0.000183401      5126.07 
   0.000183457      5600.18 
   0.000183512       6111.6 
   0.000183562      6595.17 
   0.000183624      7232.14 
   0.000183814      9280.08 
   0.000183885      9996.14 
   0.000183938      10478.7 
   0.000183991      10895.7 
   0.000184045      11231.3 
   0.000184091      11446.2 
   0.000184133      11575.7 
   0.000184181      11638.1 
   0.000184186      11639.6 
   0.000184228      11613.8 
   0.000184269      11521.4 
   0.000184311      11365.1 
   0.000184353      11149.5 
   0.000184408      10780.1 
   0.000184466      10312.3 
   0.000184524      9780.47 
   0.000184601      9008.65 
   0.000184754      7432.16 
   0.000184828      6707.38 
   0.000184884      6196.79 
    0.00018494      5719.15 
   0.000184995      5276.44 
   0.000185051      4869.05 
   0.000185106       4496.2 
   0.000185162      4156.33 
   0.000185218      3847.32 
   0.000185273      3566.86 
   0.000185332      3299.08 
   0.000185375      3118.72 
   0.000185418      2951.52 
   0.000185462      2796.45 
   0.000185527      2584.47 
   0.000185591       2394.6 
   0.000185656      2224.17 
   0.000185712      2091.77 
   0.000185768      1970.63 
   0.000185823      1859.58 
   0.000185879      1757.59 
   0.000185934      1663.74 
    0.00018599      1577.24 
   0.000186046      1497.35 
   0.000186101      1423.45 
   0.000186163      1347.67 
   0.000186225      1277.89 
   0.000186287      1213.52 
   0.000186379      1125.93 
   0.000186472      1047.77 
   0.000186565      977.737 
   0.000186639       926.58 
   0.000186726      871.817 
   0.000186814      821.966 
   0.000186901      776.453 
   0.000186988      734.793 
   0.000187075       696.57 
   0.000187163      661.421 
   0.000187294      613.773 
   0.000187413       574.84 
   0.000187533      539.721 
   0.000187653      507.924 
   0.000187772      479.038 
   0.000187892      452.718 
   0.000188012      428.668 
   0.000188132      406.634 
   0.000188251      386.395 
   0.000188406      362.622 
    0.00018856      341.166 
   0.000188715      321.731 
   0.000188869      304.067 
   0.000189024      287.961 
   0.000189178      273.232 
   0.000189332      259.724 
   0.000189564      241.464 
   0.000189796      225.274 
   0.000190028      210.847 
   0.000190259      197.931 
   0.000190491      186.319 
   0.000190723      175.845 
   0.000190927      167.423 
   0.000191234      156.027 
   0.000191541      145.908 
   0.000191848      136.882 
   0.000192155      128.801 
   0.000192466      121.466 
   0.000192785        114.7 
   0.000193103      108.574 
   0.000193422      103.014 
   0.000193634      99.5884 
   0.000194059      93.3318 
   0.000194406      88.7314 
   0.000194754      84.5363 
   0.000195217      79.4911 
   0.000195681      74.9865 
   0.000196144      70.9447 
   0.000196607      67.3018 
   0.000197071      64.0046 
   0.000197534      61.0089 
   0.000197998      58.2771 
   0.000198693      54.6064 
   0.000199388      51.3718 
   0.000200083      48.5035 
   0.000200778      45.9453 
   0.000201473      43.6567 
   0.000202168      41.5947 
   0.000202863      39.7239 
    0.00020379      37.4915 
   0.000204717      35.5137 
   0.000205643      33.7511 
    0.00020657      32.1714 
   0.000207497      30.7486 
   0.000208424      29.4609 
   0.000209814      27.7449 
   0.000211204       26.245 
   0.000212594      24.9237 
   0.000213984      23.7516 
   0.000215374      22.7051 
   0.000217228      21.4728 
   0.000219081      20.3982 
   0.000221244      19.2981 
   0.000222479      18.7345 
   0.000224951      17.7242 
   0.000227422       16.843 
   0.000229893       16.065 
   0.000233292      15.1245 
   0.000238862      13.7542 
   0.000240261      13.3606 
   0.000241025      13.0755 
   0.000241441      12.8599 
   0.000241788      12.6014 
   0.000241997      12.3718 
   0.000242124      12.1789 
    0.00024224      11.9535 
   0.000242483      11.3941 
   0.000242558      11.2982 
    0.00024258      11.2913 
   0.000242626        11.32 
   0.000242672      11.4199 
   0.000242719      11.6043 
   0.000242753      11.8033 
   0.000242788      12.0561 
   0.000242833      12.4555 
   0.000242886      13.0375 
   0.000242965      14.0254 
   0.000243052      15.1196 
   0.000243094      15.5889 
   0.000243149      16.1085 
   0.000243186       16.372 
   0.000243228      16.5824 
    0.00024327      16.6987 
   0.000243307      16.7282 
   0.000243348      16.6884 
   0.000243418      16.4852 
    0.00024351      16.0561 
   0.000243651      15.3476 
   0.000243734      15.0004 
   0.000243816      14.7209 
   0.000243929      14.4338 
   0.000244045      14.2214 
   0.000244265      13.9473 
   0.000244542      13.7197 
   0.000244889      13.5212 
   0.000245537      13.2649 
   0.000246463      13.0075 
   0.000248222      12.6459 
   0.000251277      12.1567 
   0.000254702      11.6957 
   0.000258774      11.2142 
   0.000264537      10.6139 
   0.000271231      9.99424 
   0.000285732      8.74401 
   0.000290028      8.33432 
   0.000292391      8.08068 
   0.000295046      7.75481 
   0.000296819          7.5 
   0.000298452      7.22599 
   0.000300017      6.91169 
   0.000301059      6.66255 
   0.000302102      6.36913 
   0.000302884      6.11047 
   0.000303666      5.80823 
   0.000304187      5.57562 
   0.000304709      5.31164 
    0.00030523      5.00906 
   0.000305578      4.78126 
   0.000305925      4.52851 
   0.000306273      4.24645 
   0.000306568      3.97978 
   0.000306811      3.73883 
   0.000307055      3.47606 
   0.000307298      3.18877 
   0.000307507      2.92091 
    0.00030768      2.68124 
   0.000307854      2.42586 
   0.000308028      2.15448 
   0.000308167       1.9262 
   0.000308349      1.61327 
   0.000308688      1.01359 
   0.000308775      0.86507 
   0.000308832     0.772678 
   0.000308875     0.704853 
   0.000308918     0.640722 
   0.000308951     0.595624 
   0.000308984     0.553632 
    0.00030901     0.522648 
   0.000309036      0.49434 
   0.000309062     0.469082 
   0.000309081     0.452396 
   0.000309105     0.434954 
   0.000309123     0.424527 
    0.00030914       0.4162 
   0.000309157     0.410169 
   0.000309177     0.406397 
   0.000309188     0.405798 
   0.000309203     0.406906 
    0.00030922     0.411176 
   0.000309237     0.418355 
   0.000309253       0.4289 
   0.000309268     0.442061 
    0.00030928      0.45421 
    0.00030929     0.467005 
   0.000309303     0.485788 
   0.000309315     0.505758 
   0.000309326     0.526364 
   0.000309339     0.554405 
   0.000309346     0.572542 
   0.000309359     0.606901 
   0.000309371     0.642282 
   0.000309382     0.677921 
   0.000309394     0.718665 
   0.000309403     0.755655 
   0.000309414     0.804796 
   0.000309426     0.858778 
   0.000309438     0.920949 
   0.000309448     0.979641 
   0.000309459      1.05033 
   0.000309469      1.11615 
   0.000309479      1.18716 
    0.00030949      1.27261 
   0.000309501      1.36549 
    0.00030951      1.45595 
    0.00030952      1.55339 
   0.000309531       1.6644 
   0.000309542      1.79763 
   0.000309553      1.94287 
   0.000309566      2.11697 
   0.000309579      2.31704 
   0.000309588      2.46178 
   0.000309597      2.63637 
   0.000309608      2.84609 
   0.000309619      3.07373 
    0.00030963      3.32082 
   0.000309642       3.6171 
   0.000309652      3.88023 
   0.000309661      4.16347 
   0.000309671      4.46849 
   0.000309681      4.79681 
   0.000309691      5.15029 
     0.0003097      5.53079 
    0.00030971      5.94038 
    0.00030972      6.38119 
    0.00030973      6.85559 
    0.00030974      7.36596 
   0.000309751      8.01064 
   0.000309762      8.71241 
   0.000309774      9.47621 
   0.000309785      10.3071 
   0.000309797      11.2109 
   0.000309808      12.2128 
    0.00030982      13.3138 
   0.000309832      14.5122 
   0.000309843       15.816 
   0.000309855      17.2333 
   0.000309868      18.8624 
   0.000309877      20.1565 
   0.000309886      21.5353 
   0.000309895      23.0036 
   0.000309904      24.5664 
   0.000309913      26.2288 
   0.000309922      27.9964 
   0.000309936      30.8567 
   0.000309949      33.8308 
   0.000309962      37.0658 
   0.000309975      40.5806 
   0.000309988      44.3938 
   0.000310001      48.5254 
   0.000310014      52.9953 
   0.000310027      57.8242 
    0.00031004       63.032 
   0.000310053      68.6411 
   0.000310066      74.6711 
   0.000310079      81.1438 
   0.000310092      88.0794 
   0.000310105      95.4988 
   0.000310118      103.421 
   0.000310131      111.865 
   0.000310145      120.847 
   0.000310162      133.693 
   0.000310179      147.562 
   0.000310197      162.483 
   0.000310214      178.478 
   0.000310231      195.564 
   0.000310249      213.743 
   0.000310266      233.012 
   0.000310284      253.355 
   0.000310307      282.477 
    0.00031033      313.401 
   0.000310361      355.927 
   0.000310398      410.664 
   0.000310445      484.481 
   0.000310517       596.98 
    0.00031056      660.753 
   0.000310589      700.561 
   0.000310623      741.425 
   0.000310653      773.566 
   0.000310681      797.661 
   0.000310704       813.49 
   0.000310728       825.71 
   0.000310756      834.739 
    0.00031078       837.23 
   0.000310808      834.451 
   0.000310834      826.341 
    0.00031086      812.905 
    0.00031089      792.334 
   0.000310923      762.174 
   0.000310948      735.486 
   0.000310976      702.394 
   0.000311006      663.572 
   0.000311054      596.476 
   0.000311145      463.383 
   0.000311185      409.044 
   0.000311216      367.886 
   0.000311247      329.277 
   0.000311271      302.188 
   0.000311297       274.08 
   0.000311323      248.134 
    0.00031134      232.046 
   0.000311357      216.918 
   0.000311375      202.737 
   0.000311392       189.48 
   0.000311415      173.296 
   0.000311432      162.351 
   0.000311449      152.187 
   0.000311466      142.769 
   0.000311483      134.059 
     0.0003115      126.017 
   0.000311517      118.605 
   0.000311534      111.782 
   0.000311551      105.511 
   0.000311568      99.7526 
   0.000311585      94.4692 
   0.000311608      87.9866 
   0.000311625      83.5791 
   0.000311642        79.55 
    0.00031166      75.8668 
   0.000311677      72.4986 
   0.000311703      67.9753 
   0.000311729      64.0098 
   0.000311755       60.524 
   0.000311782      57.4504 
   0.000311808        54.73 
   0.000311834      52.3119 
    0.00031186      50.1525 
    0.00031189       47.911 
   0.000311923      45.7884 
   0.000311955      43.9063 
   0.000311999      41.7029 
   0.000312042      39.7829 
   0.000312086      38.0906 
   0.000312129      36.5843 
   0.000312194      34.6057 
   0.000312259      32.8964 
   0.000312325      31.4011 
    0.00031239      30.0801 
   0.000312477      28.5387 
   0.000312564      27.2016 
   0.000312642      26.1405 
   0.000312759      24.7539 
   0.000312876      23.5658 
   0.000312994      22.5361 
   0.000313111      21.6351 
   0.000313233      20.8124 
   0.000313363      20.0352 
   0.000313537      19.1358 
    0.00031371      18.3626 
   0.000313884      17.6907 
   0.000314075      17.0467 
   0.000314267      16.4838 
   0.000314553       15.761 
   0.000314823      15.1868 
    0.00031517      14.5611 
   0.000315518      14.0359 
   0.000315865      13.5888 
   0.000316387      13.0295 
   0.000316908      12.5711 
   0.000317429      12.1879 
   0.000317986      11.8424 
    0.00031882      11.4152 
   0.000319654      11.0678 
    0.00032054      10.7625 
   0.000321426       10.506 
   0.000322678      10.2048 
   0.000323998      9.94345 
   0.000325736      9.66166 
   0.000327968      9.37071 
   0.000330303      9.12374 
   0.000333695      8.83298 
   0.000338175      8.52716 
   0.000343509      8.23327 
   0.000350323      7.92379 
   0.000358984      7.59305 
   0.000371224      7.19043 
   0.000393469      6.50783 
   0.000400183      6.26843 
   0.000404154      6.09869 
   0.000407922      5.89847 
   0.000410431      5.72676 
   0.000412391      5.55546 
   0.000413676      5.41513 
   0.000414929      5.24597 
   0.000415844      5.09331 
    0.00041676      4.90546 
   0.000417402      4.74435 
   0.000417884      4.60215 
   0.000418366      4.43628 
   0.000418848      4.23988 
   0.000419169      4.08734 
   0.000419442      3.94084 
    0.00041978      3.73372 
   0.000420004       3.5762 
   0.000420229      3.39988 
    0.00042047      3.18613 
   0.000420631       3.0269 
   0.000420791      2.85219 
   0.000420944      2.67006 
   0.000421089      2.48132 
   0.000421233      2.27531 
   0.000421342      2.10886 
    0.00042145      1.93222 
   0.000421595      1.68327 
   0.000421739       1.4306 
   0.000421787      1.35127 
   0.000421836      1.27882 
   0.000421872      1.23176 
   0.000421896      1.20534 
    0.00042192      1.18409 
   0.000421944      1.16927 
   0.000421968      1.16242 
   0.000421974      1.16217 
   0.000421992      1.16541 
    0.00042201      1.17541 
   0.000422028      1.19327 
   0.000422044      1.21673 
    0.00042206      1.24836 
   0.000422076      1.28924 
   0.000422089       1.3267 
   0.000422101      1.37061 
   0.000422113      1.42159 
   0.000422125      1.48029 
   0.000422137      1.54743 
   0.000422149      1.62375 
   0.000422157      1.68014 
   0.000422169      1.77366 
   0.000422181      1.87871 
   0.000422193      1.99627 
   0.000422205       2.1274 
   0.000422217      2.27324 
   0.000422229      2.43499 
   0.000422241      2.61394 
   0.000422253      2.81142 
   0.000422265      3.02894 
   0.000422277      3.26796 
   0.000422289      3.53012 
   0.000422301       3.8171 
   0.000422313      4.13073 
   0.000422323      4.41377 
   0.000422335      4.78117 
   0.000422348      5.18075 
    0.00042236      5.61464 
    0.00042237      6.00405 
   0.000422382      6.50668 
   0.000422394       7.0502 
   0.000422404      7.53608 
   0.000422416      8.16092 
   0.000422427      8.77581 
   0.000422442      9.68301 
   0.000422455      10.5714 
    0.00042247      11.6209 
    0.00042248      12.4022 
   0.000422494      13.4812 
   0.000422507      14.6767 
   0.000422523      16.1581 
   0.000422539      17.8063 
   0.000422555      19.5917 
    0.00042257      21.3216 
   0.000422584      23.1727 
   0.000422599      25.2635 
   0.000422616      27.7438 
   0.000422631      30.0162 
   0.000422645      32.4275 
   0.000422661      35.2742 
   0.000422677      38.3003 
   0.000422693      41.5095 
   0.000422709      44.9037 
   0.000422729      49.2232 
   0.000422748      53.8115 
   0.000422767      58.6671 
   0.000422786      63.7849 
   0.000422809      70.0779 
   0.000422831      76.7013 
   0.000422865      87.2069 
   0.000422899      98.3068 
   0.000422944      113.806 
   0.000423052      152.162 
   0.000423092      165.535 
   0.000423128      176.796 
   0.000423159      185.616 
    0.00042319      193.495 
   0.000423227      201.551 
   0.000423262      207.428 
   0.000423289      210.825 
   0.000423318      213.306 
   0.000423349      214.471 
   0.000423358      214.542 
   0.000423384      214.052 
   0.000423411      212.468 
   0.000423442      209.365 
   0.000423478      204.111 
   0.000423516      196.718 
   0.000423555      187.758 
   0.000423588      178.953 
   0.000423636       165.09 
   0.000423708      142.605 
   0.000423786      118.509 
   0.000423834      104.235 
   0.000423866      95.2702 
   0.000423898       86.831 
    0.00042393      78.9681 
   0.000423954      73.4676 
   0.000423978       68.315 
   0.000423994       65.074 
   0.000424022      59.9171 
   0.000424049       55.197 
   0.000424076      50.8989 
   0.000424097       47.941 
   0.000424117      45.2008 
   0.000424138       42.668 
   0.000424158       40.332 
   0.000424179      38.1815 
   0.000424199      36.2055 
   0.000424223       34.122 
   0.000424243      32.5141 
   0.000424263        31.04 
   0.000424293      29.0578 
   0.000424323      27.3215 
   0.000424353      25.8012 
   0.000424383      24.4694 
   0.000424414      23.3011 
   0.000424444      22.2741 
   0.000424474      21.3687 
   0.000424494       20.824 
   0.000424534      19.8562 
   0.000424574      19.0246 
   0.000424614      18.3038 
   0.000424655      17.6733 
   0.000424715      16.8619 
   0.000424775      16.1756 
   0.000424835      15.5847 
   0.000424912      14.9412 
   0.000424996      14.3342 
    0.00042508      13.8115 
   0.000425193      13.2152 
   0.000425305      12.7082 
   0.000425426       12.242 
   0.000425546      11.8389 
   0.000425707      11.3788 
   0.000425867      10.9882 
   0.000426028      10.6521 
   0.000426269      10.2275 
    0.00042651      9.87588 
   0.000426727      9.60724 
      0.000427      9.31885 
   0.000427273        9.074 
   0.000427682      8.76864 
   0.000428164      8.47967 
   0.000428646      8.24554 
   0.000429289      7.99406 
   0.000429931      7.79229 
