#DataThief /Users/villaa/./Misc/Hang_S4_Th.png Tuesday 6-Jun-2023 5:53:20 PM
0.0161, 1.6129e-9
0.0241, 1.6128e-9
0.0241, 1.6013e-9
0.0241, 1.5898e-9
0.0241, 1.5783e-9
0.0241, 1.5668e-9
0.0241, 1.5552e-9
0.0241, 1.5437e-9
0.0241, 1.5322e-9
0.0161, 1.5322e-9
0.0161, 1.5437e-9
0.0161, 1.5553e-9
0.0161, 1.5668e-9
0.0161, 1.5783e-9
0.0161, 1.5898e-9
0.0161, 1.6013e-9
0.0161, 1.6129e-9
0.0241, 1.6244e-9
0.0241, 1.6359e-9
0.0241, 1.6474e-9
0.0241, 1.6589e-9
0.0241, 1.6704e-9
0.0241, 1.682e-9
0.0241, 1.6935e-9
0.0241, 1.705e-9
0.0241, 1.7165e-9
0.0241, 1.728e-9
0.0241, 1.7396e-9
0.0241, 1.7511e-9
0.0241, 1.7626e-9
0.0241, 1.7741e-9
0.0241, 1.7856e-9
0.0241, 1.7972e-9
0.0241, 1.8087e-9
0.0241, 1.8202e-9
0.0241, 1.8317e-9
0.0241, 1.8432e-9
0.0241, 1.8548e-9
0.0241, 1.8663e-9
0.0241, 1.8778e-9
0.0241, 1.8893e-9
0.0241, 1.9009e-9
0.0241, 1.9124e-9
0.0241, 1.9239e-9
0.0241, 1.9354e-9
0.0241, 1.9469e-9
0.0241, 1.9585e-9
0.0241, 1.97e-9
0.0241, 1.9815e-9
0.0241, 1.993e-9
0.0241, 2.0045e-9
0.0241, 2.0161e-9
0.0241, 2.0276e-9
0.0241, 2.0391e-9
0.0241, 2.0506e-9
0.0241, 2.0621e-9
0.0241, 2.0737e-9
0.0241, 2.0852e-9
0.0241, 2.0967e-9
0.0241, 2.1082e-9
0.0241, 2.1197e-9
0.0241, 2.1313e-9
0.0241, 2.1428e-9
0.0241, 2.1543e-9
0.0161, 2.1659e-9
0.0161, 2.1774e-9
0.0241, 2.1889e-9
0.0241, 2.2004e-9
0.0322, 2.2119e-9
0.0322, 2.2234e-9
0.0322, 2.2349e-9
0.0322, 2.2465e-9
0.0322, 2.258e-9
0.0322, 2.2695e-9
0.0322, 2.281e-9
0.0322, 2.2925e-9
0.0322, 2.3041e-9
0.0322, 2.3156e-9
0.0322, 2.3271e-9
0.0322, 2.3386e-9
0.0322, 2.3501e-9
0.0322, 2.3617e-9
0.0322, 2.3732e-9
0.0322, 2.3847e-9
0.0322, 2.3962e-9
0.0322, 2.4077e-9
0.0322, 2.4193e-9
0.0322, 2.4308e-9
0.0322, 2.4423e-9
0.0322, 2.4538e-9
0.0322, 2.4653e-9
0.0322, 2.4769e-9
0.0322, 2.4884e-9
0.0322, 2.4999e-9
0.0322, 2.5114e-9
0.0322, 2.5229e-9
0.0322, 2.5345e-9
0.0322, 2.546e-9
0.0322, 2.5575e-9
0.0322, 2.569e-9
0.0322, 2.5806e-9
0.0322, 2.5921e-9
0.0322, 2.6036e-9
0.0322, 2.6151e-9
0.0322, 2.6266e-9
0.0322, 2.6382e-9
0.0322, 2.6497e-9
0.0322, 2.6612e-9
0.0322, 2.6727e-9
0.0322, 2.6842e-9
0.0322, 2.6958e-9
0.0322, 2.7073e-9
0.0322, 2.7188e-9
0.0322, 2.7303e-9
0.0322, 2.7418e-9
0.0322, 2.7534e-9
0.0322, 2.7649e-9
0.0322, 2.7764e-9
0.0322, 2.7879e-9
0.0322, 2.7994e-9
0.0322, 2.811e-9
0.0322, 2.8225e-9
0.0322, 2.834e-9
0.0322, 2.8455e-9
0.0322, 2.8571e-9
0.0322, 2.8686e-9
0.0322, 2.8801e-9
0.0322, 2.8916e-9
0.0322, 2.9031e-9
0.0322, 2.9147e-9
0.0322, 2.9262e-9
0.0322, 2.9377e-9
0.0322, 2.9492e-9
0.0322, 2.9607e-9
0.0322, 2.9723e-9
0.0322, 2.9838e-9
0.0322, 2.9953e-9
0.0322, 3.0068e-9
0.0322, 3.0183e-9
0.0322, 3.0299e-9
0.0322, 3.0414e-9
0.0322, 3.0529e-9
0.0322, 3.0644e-9
0.0322, 3.0759e-9
0.0322, 3.0875e-9
0.0322, 3.099e-9
0.0322, 3.1105e-9
0.0322, 3.122e-9
0.0322, 3.1335e-9
0.0322, 3.1451e-9
0.0322, 3.1566e-9
0.0322, 3.1681e-9
0.0402, 3.1681e-9
0.0402, 3.1796e-9
0.0483, 3.1911e-9
0.0483, 3.2026e-9
0.0563, 3.2141e-9
0.0563, 3.2256e-9
0.0563, 3.2372e-9
0.0563, 3.2487e-9
0.0563, 3.2602e-9
0.0563, 3.2717e-9
0.0563, 3.2832e-9
0.0563, 3.2948e-9
0.0563, 3.3063e-9
0.0563, 3.3178e-9
0.0563, 3.3293e-9
0.0563, 3.3409e-9
0.0563, 3.3524e-9
0.0563, 3.3639e-9
0.0563, 3.3754e-9
0.0563, 3.3869e-9
0.0563, 3.3985e-9
0.0563, 3.41e-9
0.0563, 3.4215e-9
0.0563, 3.433e-9
0.0563, 3.4445e-9
0.0563, 3.4561e-9
0.0563, 3.4676e-9
0.0563, 3.4791e-9
0.0563, 3.4906e-9
0.0563, 3.5021e-9
0.0563, 3.5137e-9
0.0563, 3.5252e-9
0.0563, 3.5367e-9
0.0563, 3.5482e-9
0.0563, 3.5597e-9
0.0563, 3.5713e-9
0.0563, 3.5828e-9
0.0563, 3.5943e-9
0.0563, 3.6058e-9
0.0563, 3.6173e-9
0.0563, 3.6289e-9
0.0563, 3.6404e-9
0.0563, 3.6519e-9
0.0563, 3.6634e-9
0.0563, 3.675e-9
0.0563, 3.6865e-9
0.0563, 3.698e-9
0.0563, 3.7095e-9
0.0563, 3.721e-9
0.0563, 3.7326e-9
0.0644, 3.7441e-9
0.0644, 3.7556e-9
0.0724, 3.7671e-9
0.0724, 3.7786e-9
0.0724, 3.7901e-9
0.0724, 3.8016e-9
0.0724, 3.8132e-9
0.0724, 3.8247e-9
0.0724, 3.8362e-9
0.0724, 3.8477e-9
0.0724, 3.8592e-9
0.0724, 3.8708e-9
0.0724, 3.8823e-9
0.0724, 3.8938e-9
0.0724, 3.9053e-9
0.0724, 3.9168e-9
0.0724, 3.9284e-9
0.0724, 3.9399e-9
0.0724, 3.9514e-9
0.0724, 3.9629e-9
0.0724, 3.9744e-9
0.0724, 3.986e-9
0.0724, 3.9975e-9
0.0724, 4.009e-9
0.0724, 4.0205e-9
0.0724, 4.032e-9
0.0724, 4.0436e-9
0.0724, 4.0551e-9
0.0724, 4.0666e-9
0.0724, 4.0781e-9
0.0724, 4.0897e-9
0.0724, 4.1012e-9
0.0724, 4.1127e-9
0.0805, 4.1242e-9
0.0805, 4.1357e-9
0.0885, 4.1472e-9
0.0885, 4.1587e-9
0.0885, 4.1703e-9
0.0885, 4.1818e-9
0.0885, 4.1933e-9
0.0885, 4.2048e-9
0.0885, 4.2163e-9
0.0885, 4.2279e-9
0.0885, 4.2394e-9
0.0885, 4.2509e-9
0.0885, 4.2624e-9
0.0885, 4.2739e-9
0.0885, 4.2855e-9
0.0885, 4.297e-9
0.0885, 4.3085e-9
0.0885, 4.32e-9
0.0885, 4.3315e-9
0.0885, 4.3431e-9
0.0885, 4.3546e-9
0.0885, 4.3661e-9
0.0885, 4.3776e-9
0.0885, 4.3891e-9
0.0885, 4.4007e-9
0.0885, 4.4122e-9
0.0885, 4.4237e-9
0.0966, 4.4237e-9
0.0966, 4.4352e-9
0.1046, 4.4467e-9
0.1046, 4.4582e-9
0.1127, 4.4697e-9
0.1127, 4.4812e-9
0.1127, 4.4928e-9
0.1127, 4.5043e-9
0.1127, 4.5158e-9
0.1127, 4.5273e-9
0.1127, 4.5388e-9
0.1127, 4.5504e-9
0.1127, 4.5619e-9
0.1127, 4.5734e-9
0.1127, 4.5849e-9
0.1127, 4.5964e-9
0.1127, 4.608e-9
0.1127, 4.6195e-9
0.1127, 4.631e-9
0.1127, 4.6425e-9
0.1127, 4.6541e-9
0.1127, 4.6656e-9
0.1127, 4.6771e-9
0.1127, 4.6886e-9
0.1127, 4.7001e-9
0.1127, 4.7117e-9
0.1207, 4.7232e-9
0.1207, 4.7347e-9
0.1288, 4.7462e-9
0.1288, 4.7577e-9
0.1288, 4.7692e-9
0.1288, 4.7807e-9
0.1288, 4.7923e-9
0.1288, 4.8038e-9
0.1288, 4.8153e-9
0.1288, 4.8268e-9
0.1288, 4.8383e-9
0.1288, 4.8499e-9
0.1288, 4.8614e-9
0.1288, 4.8729e-9
0.1288, 4.8844e-9
0.1368, 4.8844e-9
0.1368, 4.8959e-9
0.1449, 4.9074e-9
0.1449, 4.9189e-9
0.1449, 4.9305e-9
0.1449, 4.942e-9
0.1449, 4.9535e-9
0.1449, 4.965e-9
0.1449, 4.9765e-9
0.1449, 4.9881e-9
0.1449, 4.9996e-9
0.1529, 4.9996e-9
0.1529, 5.0111e-9
0.161, 5.0226e-9
0.161, 5.0341e-9
0.169, 5.0456e-9
0.169, 5.0571e-9
0.169, 5.0686e-9
0.169, 5.0802e-9
0.169, 5.0917e-9
0.169, 5.1032e-9
0.169, 5.1147e-9
0.169, 5.1262e-9
0.169, 5.1378e-9
0.169, 5.1493e-9
0.169, 5.1608e-9
0.169, 5.1723e-9
0.169, 5.1838e-9
0.169, 5.1954e-9
0.1771, 5.2069e-9
0.1771, 5.2184e-9
0.1851, 5.2299e-9
0.1851, 5.2414e-9
0.1851, 5.2529e-9
0.1851, 5.2644e-9
0.1851, 5.276e-9
0.1851, 5.2875e-9
0.1851, 5.299e-9
0.1851, 5.3105e-9
0.1851, 5.322e-9
0.1851, 5.3336e-9
0.1851, 5.3451e-9
0.1851, 5.3566e-9
0.1851, 5.3681e-9
0.1851, 5.3797e-9
0.1851, 5.3912e-9
0.1851, 5.4027e-9
0.1851, 5.4142e-9
0.1851, 5.4257e-9
0.1851, 5.4373e-9
0.1851, 5.4488e-9
0.1851, 5.4603e-9
0.1932, 5.4603e-9
0.1932, 5.4718e-9
0.2012, 5.4833e-9
0.2012, 5.4948e-9
0.2093, 5.5063e-9
0.2093, 5.5178e-9
0.2093, 5.5294e-9
0.2093, 5.5409e-9
0.2093, 5.5524e-9
0.2093, 5.5639e-9
0.2093, 5.5754e-9
0.2093, 5.587e-9
0.2093, 5.5985e-9
0.2093, 5.61e-9
0.2093, 5.6215e-9
0.2093, 5.633e-9
0.2093, 5.6446e-9
0.2093, 5.6561e-9
0.2093, 5.6676e-9
0.2093, 5.6791e-9
0.2093, 5.6906e-9
0.2093, 5.7022e-9
0.2093, 5.7137e-9
0.2173, 5.7252e-9
0.2173, 5.7367e-9
0.2254, 5.7482e-9
0.2254, 5.7597e-9
0.2254, 5.7712e-9
0.2254, 5.7828e-9
0.2254, 5.7943e-9
0.2254, 5.8058e-9
0.2254, 5.8173e-9
0.2254, 5.8288e-9
0.2254, 5.8404e-9
0.2254, 5.8519e-9
0.2254, 5.8634e-9
0.2254, 5.8749e-9
0.2254, 5.8864e-9
0.2254, 5.898e-9
0.2254, 5.9095e-9
