#ZVView-data-copy:  30-Jul-2024 17:06:49
#=======================================
#
#name:   ENDF/B-VIII.0: GE-76(N,EL)GE-76-L0
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  2398
#data...
#            X            Y
#          MeV        barns
   0.000547483      1.07971 
   0.000547527      1.18493 
   0.000547571      1.29942 
   0.000547614      1.42395 
   0.000547658      1.55933 
   0.000547692      1.67232 
   0.000547725      1.79284 
    0.00054777      1.96616 
   0.000547815      2.15513 
    0.00054785       2.3097 
   0.000547884      2.47846 
   0.000547919      2.65906 
   0.000547954       2.8524 
   0.000547989      3.05949 
   0.000548024      3.28143 
   0.000548068      3.58163 
   0.000548111       3.9096 
   0.000548155      4.26839 
   0.000548198      4.66141 
   0.000548242      5.09262 
   0.000548286       5.5665 
   0.000548329       6.0882 
   0.000548358      6.46545 
   0.000548387      6.86851 
   0.000548416      7.29954 
   0.000548445       7.7609 
   0.000548474      8.25516 
   0.000548504      8.78518 
   0.000548533      9.35407 
   0.000548562      9.96524 
   0.000548591      10.6224 
    0.00054862      11.3297 
   0.000548649      12.0917 
   0.000548678      12.9131 
   0.000548707      13.7994 
   0.000548736      14.7565 
   0.000548765      15.7908 
   0.000548794      16.9091 
   0.000548823      18.1191 
   0.000548852       19.429 
   0.000548881      20.8478 
    0.00054891       22.385 
   0.000548939       24.051 
   0.000548968      25.8573 
   0.000548998      27.8157 
   0.000549027      29.9394 
   0.000549056      32.2421 
   0.000549085      34.7387 
   0.000549114      37.4451 
   0.000549143      40.3779 
   0.000549172       43.555 
   0.000549201      46.9952 
    0.00054923      50.7181 
   0.000549259      54.7446 
   0.000549288      59.0961 
   0.000549317      63.7952 
   0.000549346      68.8652 
   0.000549375      74.3301 
   0.000549404      80.2146 
   0.000549432      86.2165 
   0.000549458      92.2928 
   0.000549484      98.7679 
   0.000549511      105.661 
   0.000549537       112.99 
   0.000549563      120.774 
   0.000549602      133.343 
   0.000549641      147.038 
   0.000549681      161.914 
    0.00054972      178.022 
   0.000549759      195.409 
   0.000549798       214.11 
   0.000549838      234.155 
   0.000549884      259.678 
    0.00054993      287.118 
   0.000549977      316.457 
   0.000550024      347.643 
   0.000550079      387.383 
   0.000550135      429.442 
   0.000550205      484.825 
   0.000550298       562.27 
   0.000550484      720.347 
   0.000550577      795.053 
   0.000550647      846.522 
   0.000550716      892.568 
   0.000550786      931.924 
   0.000550856      963.488 
   0.000550902       979.75 
   0.000550949      991.944 
   0.000551013      1001.81 
   0.000551054      1003.86 
    0.00055111      1001.16 
   0.000551173      990.825 
   0.000551232      974.264 
   0.000551288      953.031 
   0.000551349      924.397 
   0.000551414      887.793 
   0.000551484      843.026 
   0.000551558      790.379 
   0.000551665      709.028 
   0.000551861      555.904 
   0.000551942      496.402 
   0.000552014      445.514 
   0.000552072      407.652 
   0.000552129      372.169 
   0.000552187      339.189 
   0.000552244      308.771 
   0.000552302      280.914 
   0.000552346      261.484 
   0.000552389      243.457 
   0.000552433      226.785 
   0.000552476       211.41 
    0.00055252      197.267 
   0.000552564      184.289 
   0.000552607      172.403 
   0.000552651      161.536 
   0.000552694      151.615 
   0.000552738      142.567 
   0.000552782      134.322 
   0.000552825      126.812 
   0.000552869      119.974 
   0.000552912      113.745 
   0.000552956      108.069 
   0.000552999      102.893 
   0.000553058      96.6847 
   0.000553116      91.1747 
   0.000553174      86.2697 
   0.000553232       81.889 
   0.000553293      77.7763 
   0.000553354       74.094 
   0.000553395      71.8482 
   0.000553476      67.7895 
   0.000553557       64.223 
   0.000553639      61.0644 
    0.00055372      58.2467 
   0.000553802      55.7159 
   0.000553883      53.4288 
   0.000554002      50.4482 
   0.000554121      47.8309 
    0.00055424       45.512 
    0.00055436      43.4422 
   0.000554479      41.5825 
   0.000554658      39.1214 
   0.000554836      36.9847 
   0.000554982      35.4446 
     0.0005552      33.4078 
   0.000555418      31.6416 
   0.000555635       30.096 
   0.000555853      28.7325 
   0.000555999      27.9098 
   0.000556289      26.4387 
    0.00055658      25.1625 
   0.000556871      24.0455 
   0.000557161      23.0601 
   0.000557575      21.8414 
    0.00055799      20.7986 
   0.000558404      19.8965 
   0.000558818      19.1089 
    0.00055937      18.2028 
   0.000559951      17.3911 
   0.000560533      16.6951 
   0.000561114       16.092 
   0.000561695      15.5644 
   0.000562393      15.0128 
    0.00056309      14.5337 
   0.000564136      13.9231 
   0.000565066      13.4653 
   0.000566229      12.9802 
   0.000567391      12.5712 
   0.000568554      12.2217 
   0.000570297      11.7835 
   0.000572041      11.4239 
   0.000573785      11.1235 
   0.000576343      10.7632 
     0.0005789      10.4726 
   0.000582387      10.1565 
   0.000586107      9.89156 
   0.000588665        9.741 
    0.00059378      9.49525 
   0.000600987      9.23604 
    0.00060959      9.01077 
   0.000620331      8.80721 
     0.0006347      8.61441 
   0.000653242      8.44158 
   0.000677619      8.28477 
   0.000712576      8.13168 
     0.0007649      7.97763 
   0.000847315      7.81355 
     0.0009762      7.63216 
    0.00118691      7.40907 
    0.00151102       7.1355 
    0.00195105      6.82778 
       0.00252      6.48915 
    0.00371453      5.85144 
     0.0040032      5.66562 
    0.00418294      5.51591 
    0.00429984      5.38707 
    0.00439048      5.25316 
    0.00445846      5.11715 
    0.00450584      4.99188 
    0.00454704      4.84944 
       0.00458      4.70075 
    0.00460472      4.55844 
     0.0046212       4.4428 
    0.00463768       4.3046 
    0.00465004      4.18165 
     0.0046624      4.03717 
    0.00467321      3.88819 
    0.00468403      3.71222 
    0.00469124      3.57569 
    0.00469845      3.42021 
    0.00470566      3.24158 
    0.00471107      3.08919 
    0.00471648      2.91785 
    0.00472175      2.72891 
     0.0047251      2.59616 
    0.00472845        2.452 
     0.0047318      2.29521 
    0.00473476      2.14452 
    0.00473733      2.00348 
    0.00473991      1.85237 
    0.00474248       1.6905 
     0.0047448       1.5351 
    0.00474737       1.3513 
    0.00474944      1.19586 
     0.0047515      1.03341 
    0.00475407     0.822141 
     0.0047579     0.501192 
    0.00475911     0.402525 
    0.00475992     0.338694 
     0.0047606     0.287572 
    0.00476118     0.245709 
    0.00476164     0.213818 
    0.00476203     0.188522 
    0.00476236     0.167675 
    0.00476268     0.148686 
    0.00476294     0.134318 
    0.00476322     0.119441 
     0.0047634     0.110519 
    0.00476358     0.102052 
    0.00476377     0.094065 
    0.00476392    0.0876228 
    0.00476411    0.0801234 
    0.00476431    0.0732739 
    0.00476447    0.0678946 
    0.00476463    0.0634126 
    0.00476478    0.0594185 
     0.0047649    0.0567567 
    0.00476501     0.054393 
    0.00476509    0.0529882 
    0.00476522    0.0509602 
    0.00476532    0.0497047 
     0.0047654    0.0488065 
     0.0047655    0.0479503 
    0.00476559     0.047433 
    0.00476571    0.0470963 
    0.00476576    0.0470679 
    0.00476587    0.0472539 
    0.00476595    0.0476555 
    0.00476604    0.0482885 
    0.00476613     0.049233 
    0.00476624    0.0506027 
    0.00476632    0.0520337 
    0.00476642    0.0538593 
    0.00476651    0.0560715 
    0.00476661    0.0586223 
    0.00476671    0.0615226 
    0.00476682    0.0652446 
    0.00476689    0.0681585 
    0.00476698    0.0718668 
    0.00476707    0.0759156 
    0.00476719    0.0816388 
    0.00476731    0.0879624 
     0.0047674    0.0937075 
     0.0047675    0.0998973 
     0.0047676     0.107006 
    0.00476772     0.115649 
    0.00476783     0.125001 
    0.00476798     0.137429 
    0.00476808     0.147185 
    0.00476818     0.157567 
    0.00476828     0.168595 
    0.00476844     0.186399 
    0.00476859      0.20578 
     0.0047687     0.219616 
    0.00476882     0.237987 
    0.00476895     0.257598 
    0.00476908     0.278501 
    0.00476921      0.30075 
    0.00476937      0.32931 
    0.00476952     0.359995 
    0.00476967     0.392919 
    0.00476983     0.428193 
    0.00477001     0.472489 
    0.00477019     0.520363 
    0.00477037     0.572041 
    0.00477055     0.627756 
     0.0047707     0.678927 
    0.00477086     0.733421 
    0.00477101     0.791426 
    0.00477117     0.853129 
    0.00477132     0.918744 
    0.00477153      1.01269 
    0.00477173      1.11452 
    0.00477189      1.19644 
     0.0047721      1.31358 
    0.00477226      1.41586 
    0.00477246      1.54236 
    0.00477265       1.6786 
    0.00477284      1.82532 
    0.00477303      1.98333 
    0.00477323      2.15348 
    0.00477342      2.33678 
    0.00477361      2.53423 
    0.00477381      2.74699 
      0.004774      2.97631 
    0.00477419      3.22359 
    0.00477439      3.49033 
    0.00477458      3.77822 
    0.00477477      4.08907 
    0.00477497      4.42498 
    0.00477516      4.78813 
    0.00477535      5.18109 
    0.00477555       5.6066 
    0.00477574      6.06778 
    0.00477593      6.56805 
    0.00477612      7.11128 
    0.00477632      7.70172 
    0.00477651      8.34433 
     0.0047767       9.0444 
     0.0047769      9.80806 
    0.00477709      10.6421 
    0.00477728      11.5544 
    0.00477748      12.5813 
    0.00477768      13.7259 
    0.00477788      14.9878 
    0.00477808      16.3813 
    0.00477822      17.3912 
    0.00477835       18.472 
    0.00477854      20.1435 
    0.00477873      21.9361 
    0.00477891      23.9112 
     0.0047791        26.09 
    0.00477928      28.4951 
    0.00477947      31.1518 
    0.00477959      33.0763 
    0.00477972      35.1336 
    0.00477984      37.3329 
    0.00477996      39.6839 
    0.00478009      42.1968 
    0.00478021       44.882 
    0.00478033      47.7504 
    0.00478046      50.8134 
    0.00478058      54.0822 
    0.00478071      57.5684 
    0.00478089      63.2306 
    0.00478108      69.4476 
    0.00478126      76.2561 
    0.00478144      83.2617 
    0.00478159      89.9288 
    0.00478175      97.0677 
     0.0047819       104.69 
    0.00478211      115.619 
     0.0047823      126.817 
    0.00478249      138.149 
    0.00478267      150.164 
    0.00478295      169.375 
    0.00478323      189.834 
     0.0047836      218.539 
    0.00478431      274.687 
    0.00478463      298.135 
    0.00478495      320.193 
    0.00478517      333.227 
    0.00478538      344.628 
    0.00478561      354.539 
    0.00478583      362.228 
    0.00478598      366.042 
    0.00478621      369.687 
    0.00478644      370.909 
    0.00478668      369.409 
    0.00478692      365.286 
    0.00478715      358.711 
    0.00478737      350.757 
    0.00478759      341.161 
    0.00478787      326.219 
    0.00478816      309.375 
     0.0047886      281.859 
    0.00478932      234.551 
    0.00478965      213.883 
    0.00478992      197.391 
     0.0047902      181.942 
    0.00479048      167.633 
    0.00479076      154.506 
    0.00479105      142.134 
    0.00479125      134.047 
    0.00479146      126.558 
    0.00479166      119.637 
    0.00479187       113.25 
    0.00479208       107.36 
    0.00479228      101.933 
    0.00479249       96.932 
     0.0047927       92.267 
    0.00479301      85.8738 
    0.00479333      80.2157 
    0.00479365      75.1936 
    0.00479396      70.7208 
    0.00479428      66.7226 
    0.00479464       62.722 
    0.00479499      59.1617 
    0.00479535      55.9778 
     0.0047957      53.1175 
    0.00479606      50.5365 
    0.00479641      48.1979 
    0.00479677      46.0707 
    0.00479712      44.1289 
    0.00479764       41.599 
    0.00479815      39.3567 
    0.00479867      37.3575 
    0.00479918      35.5654 
     0.0047997       33.951 
    0.00480021        32.49 
    0.00480099      30.5434 
    0.00480176      28.8431 
    0.00480253      27.3467 
     0.0048033      26.0208 
    0.00480408      24.8387 
    0.00480485       23.779 
    0.00480569      22.7415 
    0.00480668      21.6636 
    0.00480766      20.7075 
    0.00480865      19.8541 
    0.00480996      18.8496 
    0.00481109      18.0878 
    0.00481251       17.242 
    0.00481393      16.4997 
    0.00481535      15.8434 
    0.00481724      15.0788 
    0.00481881      14.5227 
     0.0048207      13.9353 
    0.00482258      13.4186 
    0.00482446      12.9607 
    0.00482697      12.4259 
    0.00482952      11.9566 
    0.00483209      11.5418 
    0.00483595      11.0106 
    0.00483853      10.7055 
    0.00484188      10.3566 
     0.0048469      9.91307 
    0.00485192      9.54394 
    0.00485733      9.21035 
    0.00486274      8.92815 
    0.00486994      8.61324 
    0.00487715      8.35201 
    0.00488437      8.13176 
    0.00489518      7.85932 
    0.00490599      7.63884 
    0.00491784      7.44033 
    0.00493432      7.21866 
     0.0049508      7.04232 
    0.00497552      6.83581 
    0.00500024      6.67661 
    0.00503217       6.5171 
     0.0050744      6.35751 
    0.00512899      6.20447 
      0.005198      6.06128 
    0.00529585      5.91092 
     0.0054452      5.73807 
     0.0057447      5.43439 
    0.00584688      5.29952 
      0.005915      5.17623 
    0.00596347      5.05462 
     0.0059936      4.95339 
    0.00601783      4.84877 
    0.00604076      4.72025 
    0.00605648      4.60734 
     0.0060722      4.46424 
    0.00608399      4.32853 
    0.00609185      4.21934 
    0.00609971       4.0903 
    0.00610724      3.94253 
    0.00611265      3.81767 
    0.00611805      3.67269 
    0.00612296      3.51909 
    0.00612787      3.33928 
    0.00613115      3.20139 
     0.0061341      3.06238 
    0.00613705       2.9067 
    0.00613999      2.73138 
     0.0061422      2.58485 
    0.00614458       2.4107 
    0.00614621      2.27911 
    0.00614785      2.13707 
    0.00614949      1.98358 
    0.00615113       1.8176 
    0.00615236      1.68433 
    0.00615358      1.54316 
    0.00615481      1.39392 
    0.00615604      1.23668 
    0.00615733      1.06357 
    0.00615883      0.85344 
    0.00616065     0.597076 
    0.00616135     0.501124 
    0.00616181     0.439713 
     0.0061622     0.390857 
    0.00616251     0.353761 
    0.00616279     0.322868 
    0.00616308     0.291946 
    0.00616328     0.272863 
    0.00616346     0.256602 
    0.00616362     0.242958 
    0.00616379     0.230511 
    0.00616395     0.219384 
    0.00616409     0.211062 
    0.00616426     0.202363 
    0.00616438     0.197618 
    0.00616449     0.193785 
    0.00616461     0.190762 
    0.00616474     0.188941 
    0.00616485     0.188405 
    0.00616495     0.188901 
    0.00616505     0.190334 
    0.00616513     0.192283 
    0.00616523     0.195581 
    0.00616532     0.199574 
     0.0061654     0.204051 
     0.0061655      0.21115 
    0.00616557     0.216273 
    0.00616567     0.225096 
    0.00616575     0.233547 
    0.00616586     0.246115 
    0.00616593     0.255919 
      0.006166     0.266674 
    0.00616611     0.283986 
    0.00616621     0.301933 
    0.00616632     0.323655 
    0.00616641     0.344004 
    0.00616649     0.364165 
    0.00616659     0.390571 
    0.00616668     0.419548 
    0.00616676     0.443065 
    0.00616684     0.471093 
    0.00616693     0.504362 
    0.00616703     0.543747 
    0.00616713     0.590308 
    0.00616722     0.631073 
    0.00616731     0.674838 
     0.0061674     0.728788 
     0.0061675     0.787195 
    0.00616761     0.855883 
    0.00616769     0.912821 
    0.00616777     0.973559 
    0.00616785      1.03833 
    0.00616794      1.11453 
    0.00616804      1.20397 
    0.00616814       1.3005 
    0.00616824      1.40463 
    0.00616834      1.51696 
    0.00616844       1.6381 
    0.00616853      1.76874 
    0.00616863       1.9096 
    0.00616874      2.07467 
    0.00616885      2.26817 
    0.00616897      2.47943 
    0.00616908      2.71008 
    0.00616917      2.90608 
    0.00616927      3.13592 
    0.00616937      3.38374 
    0.00616947      3.65093 
    0.00616957      3.93901 
    0.00616966      4.24955 
    0.00616976       4.5844 
    0.00616986      4.94528 
    0.00616996      5.33425 
    0.00617006      5.75335 
    0.00617016      6.20491 
    0.00617026      6.72289 
    0.00617037      7.30041 
    0.00617047      7.92623 
    0.00617058      8.60431 
    0.00617069      9.33837 
     0.0061708      10.1611 
    0.00617092      11.1147 
    0.00617104      12.1534 
    0.00617116      13.2835 
    0.00617127      14.5116 
    0.00617139      15.8446 
     0.0061715      17.1581 
    0.00617161      18.5703 
    0.00617172      20.0869 
    0.00617183      21.7135 
    0.00617193      23.4558 
    0.00617205      25.4364 
    0.00617217      27.6229 
    0.00617228      29.9672 
     0.0061724      32.4765 
    0.00617252      35.1563 
    0.00617264      38.0126 
    0.00617276      41.0501 
    0.00617291      45.3891 
    0.00617307      50.0649 
    0.00617323      55.0809 
    0.00617338      60.4378 
    0.00617354      66.1303 
     0.0061737      72.1494 
    0.00617392      81.2055 
    0.00617412      89.6665 
    0.00617438       101.53 
    0.00617479      121.147 
    0.00617532      146.699 
    0.00617568      162.863 
    0.00617591      172.804 
    0.00617615      181.816 
    0.00617636      188.799 
    0.00617653      194.013 
    0.00617671      198.419 
    0.00617689      201.959 
    0.00617707      204.593 
     0.0061773      206.626 
    0.00617745       207.07 
    0.00617765      206.651 
    0.00617785      205.039 
    0.00617805       202.29 
    0.00617826      198.481 
    0.00617853      191.802 
    0.00617881      183.636 
     0.0061791      173.827 
    0.00617941        162.1 
    0.00618035      124.974 
    0.00618062      115.121 
    0.00618088      105.766 
    0.00618114      97.0046 
     0.0061814      88.9001 
     0.0061816      83.2714 
    0.00618179      78.0325 
    0.00618202      72.4257 
    0.00618222      68.0418 
    0.00618241      64.0097 
    0.00618261      60.3115 
     0.0061828      56.9267 
      0.006183      53.8338 
    0.00618319       51.011 
    0.00618339      48.4361 
    0.00618364      45.4736 
    0.00618386      43.0557 
    0.00618409      40.8801 
    0.00618432      38.9189 
    0.00618454      37.1473 
    0.00618485      35.0417 
    0.00618515      33.1872 
    0.00618545      31.5451 
    0.00618576       30.083 
    0.00618607      28.7236 
     0.0061864      27.4599 
    0.00618673      26.3253 
    0.00618722       24.825 
    0.00618771      23.5238 
     0.0061882      22.3844 
    0.00618869      21.3782 
    0.00618918      20.4831 
    0.00618984      19.4329 
    0.00619049      18.5175 
    0.00619115      17.7127 
    0.00619175      17.0503 
    0.00619266      16.1786 
    0.00619357      15.4267 
    0.00619448      14.7717 
    0.00619539      14.1961 
    0.00619636      13.6521 
    0.00619747      13.1105 
    0.00619857      12.6352 
    0.00619968      12.2148 
    0.00620115      11.7246 
    0.00620271      11.2781 
    0.00620435      10.8715 
    0.00620598      10.5176 
    0.00620844      10.0654 
    0.00621073      9.71048 
    0.00621302      9.40634 
    0.00621646      9.02345 
    0.00621925      8.76367 
    0.00622252      8.50261 
    0.00622744      8.18008 
    0.00623235      7.91929 
    0.00623726      7.70402 
    0.00624381      7.46932 
     0.0062502      7.28342 
    0.00625658      7.12852 
    0.00626477       6.9642 
    0.00627656      6.77654 
    0.00628835      6.62948 
    0.00630014      6.51092 
    0.00631586       6.3842 
    0.00633944      6.23958 
    0.00637088      6.09976 
    0.00640429      5.99129 
    0.00644948      5.88344 
    0.00651825      5.76747 
     0.0066093      5.66089 
     0.0067458      5.54922 
    0.00696655      5.42232 
    0.00730332      5.27988 
    0.00787582      5.08838 
     0.0101608      4.43184 
     0.0109081      4.18978 
     0.0114105      4.00196 
     0.0118187      3.82557 
     0.0121327      3.66857 
     0.0124216      3.50014 
     0.0126602      3.33644 
     0.0128486      3.18615 
     0.0129994      3.04727 
     0.0131375       2.9011 
     0.0132506      2.76356 
      0.013351      2.62367 
      0.013439       2.4836 
     0.0135143      2.34686 
     0.0135771       2.2181 
     0.0136274      2.10279 
     0.0136776      1.97397 
     0.0137153      1.86667 
      0.013753      1.74831 
     0.0137906      1.61668 
     0.0138158       1.5202 
     0.0138409      1.41555 
      0.013866      1.30162 
     0.0138848      1.20924 
     0.0139037      1.11011 
     0.0139225      1.00363 
     0.0139414     0.889147 
     0.0139571     0.787252 
     0.0139728     0.679339 
     0.0139879     0.570061 
     0.0140026     0.459295 
     0.0140264     0.276939 
     0.0140333     0.225472 
     0.0140385     0.188205 
     0.0140425     0.160545 
     0.0140456     0.139808 
     0.0140481     0.123943 
     0.0140508     0.107906 
     0.0140531    0.0945709 
      0.014055    0.0845341 
     0.0140564    0.0774174 
     0.0140581    0.0696009 
     0.0140593    0.0643633 
     0.0140604    0.0594344 
     0.0140616    0.0548352 
     0.0140628     0.050587 
      0.014064    0.0467138 
     0.0140648    0.0443521 
     0.0140655    0.0421757 
     0.0140663    0.0401927 
     0.0140671    0.0384109 
     0.0140679    0.0368394 
     0.0140687    0.0354868 
     0.0140695    0.0343626 
     0.0140703    0.0334383 
     0.0140709    0.0329245 
     0.0140715    0.0325703 
     0.0140722    0.0323808 
     0.0140726    0.0323489 
     0.0140732    0.0324379 
     0.0140737    0.0326816 
     0.0140743     0.033085 
     0.0140749    0.0336533 
     0.0140754    0.0343914 
      0.014076    0.0353048 
     0.0140766    0.0363988 
     0.0140772    0.0376792 
     0.0140777    0.0391517 
     0.0140783    0.0408225 
     0.0140789    0.0426972 
     0.0140794      0.04469 
       0.01408    0.0468815 
     0.0140805    0.0492784 
     0.0140811    0.0518861 
     0.0140816    0.0547122 
     0.0140822    0.0577621 
      0.014083    0.0627731 
     0.0140838    0.0683282 
     0.0140847    0.0744532 
     0.0140855    0.0811729 
     0.0140863    0.0885177 
     0.0140871    0.0965139 
      0.014088     0.105194 
     0.0140888     0.114589 
     0.0140896     0.124734 
     0.0140904     0.135663 
     0.0140913     0.147415 
     0.0140921     0.160026 
     0.0140929     0.173545 
     0.0140937     0.188008 
     0.0140946     0.203464 
     0.0140954      0.21996 
     0.0140962      0.23755 
     0.0140971     0.258132 
      0.014098     0.281157 
      0.014099     0.305847 
     0.0140999     0.332307 
     0.0141009     0.360631 
     0.0141018     0.390934 
     0.0141028     0.423329 
     0.0141037     0.457945 
     0.0141046     0.494908 
     0.0141056     0.534365 
     0.0141065      0.57646 
     0.0141076     0.627193 
     0.0141086     0.681722 
     0.0141097     0.740324 
     0.0141108     0.803282 
     0.0141118     0.870918 
     0.0141129     0.943559 
     0.0141139      1.02158 
      0.014115      1.10535 
     0.0141161      1.19535 
     0.0141171      1.29201 
     0.0141182      1.40066 
     0.0141194       1.5282 
     0.0141206      1.66665 
     0.0141218      1.81699 
      0.014123      1.98034 
     0.0141242      2.15788 
     0.0141253      2.33528 
     0.0141264      2.52705 
     0.0141276      2.73452 
     0.0141287      2.95914 
     0.0141298      3.20254 
     0.0141308      3.45868 
     0.0141319      3.73183 
      0.014133      4.02743 
      0.014134      4.34769 
     0.0141351      4.69489 
     0.0141362      5.08046 
     0.0141373      5.51922 
     0.0141384      5.99918 
     0.0141396      6.52486 
     0.0141407      7.10144 
     0.0141418      7.73466 
     0.0141429      8.43136 
     0.0141441      9.19882 
     0.0141452      10.0457 
      0.014146      10.6591 
     0.0141467      11.3154 
     0.0141475      12.0179 
     0.0141485      13.0334 
     0.0141494      14.0757 
     0.0141504      15.2148 
     0.0141513      16.4619 
     0.0141522      17.8286 
     0.0141532      19.3288 
     0.0141541      20.9773 
     0.0141551      22.7915 
      0.014156      24.7897 
      0.014157      26.9933 
     0.0141579      29.4251 
     0.0141587      31.8311 
     0.0141596       34.463 
     0.0141604      37.3433 
     0.0141613      40.4951 
     0.0141621      43.9433 
      0.014163      47.7127 
     0.0141638      51.8287 
     0.0141647      56.3143 
     0.0141655      61.1932 
     0.0141664      66.4811 
     0.0141673      72.4104 
     0.0141682      79.2687 
     0.0141691      86.6361 
     0.0141701      94.4736 
     0.0141713      105.536 
     0.0141745      134.552 
     0.0141756      143.991 
     0.0141767      152.597 
     0.0141777      160.005 
     0.0141786       164.91 
     0.0141795      168.664 
     0.0141804      171.164 
     0.0141813      172.355 
     0.0141816      172.463 
     0.0141823      172.023 
     0.0141831      170.752 
     0.0141838      168.702 
     0.0141847      164.884 
     0.0141857       160.01 
     0.0141866      154.302 
     0.0141881      144.659 
     0.0141921       115.67 
     0.0141934      106.767 
     0.0141948      98.4568 
     0.0141961      90.8064 
     0.0141971      85.4294 
     0.0141981      80.4375 
     0.0141991      75.8153 
     0.0142001      71.5435 
     0.0142011      67.5991 
     0.0142021      63.9595 
     0.0142031      60.6006 
     0.0142041      57.5001 
     0.0142054       53.954 
     0.0142066      50.7383 
     0.0142079       47.817 
     0.0142091      45.1585 
     0.0142104      42.7338 
     0.0142117       40.518 
     0.0142129      38.4887 
     0.0142142      36.6263 
      0.014216      34.1078 
     0.0142179      31.8762 
     0.0142198      29.8895 
     0.0142217      28.1134 
     0.0142236      26.5188 
     0.0142259      24.8003 
     0.0142283      23.1536 
