0.02	6.129e-14
0.04	1.164e-13
0.06	1.485e-13
0.08	1.782e-13
0.1	2.064e-13
0.12	2.337e-13
0.14	2.606e-13
0.16	2.87e-13
0.18	3.126e-13
0.2	3.37e-13
0.22	3.597e-13
0.24	3.816e-13
0.26	4.025e-13
0.28	4.225e-13
0.3	4.413e-13
0.32	4.594e-13
0.34	4.767e-13
0.36	4.931e-13
0.38	5.09e-13
0.4	5.229e-13
0.42	5.355e-13
0.44	5.478e-13
0.46	5.585e-13
0.48	5.683e-13
0.5	5.774e-13
0.52	5.853e-13
0.54	5.929e-13
0.56	6.004e-13
0.58	6.074e-13
0.6	6.139e-13
0.62	6.197e-13
0.64	6.251e-13
0.66	6.294e-13
0.68	6.33e-13
0.7	6.357e-13
0.72	6.377e-13
0.74	6.392e-13
0.76	6.405e-13
0.78	6.413e-13
0.8	6.406e-13
0.82	6.393e-13
0.84	6.373e-13
0.86	6.351e-13
0.88	6.334e-13
0.9	6.322e-13
0.92	6.304e-13
0.94	6.28e-13
0.96	6.258e-13
0.98	6.24e-13
1	6.223e-13
1.02	6.203e-13
1.04	6.174e-13
1.06	6.145e-13
1.08	6.111e-13
1.1	6.076e-13
1.12	6.039e-13
1.14	6.001e-13
1.16	5.956e-13
1.18	5.907e-13
1.2	5.86e-13
1.22	5.813e-13
1.24	5.767e-13
1.26	5.716e-13
1.28	5.664e-13
1.3	5.615e-13
1.32	5.568e-13
1.34	5.524e-13
1.36	5.483e-13
1.38	5.446e-13
1.4	5.409e-13
1.42	5.365e-13
1.44	5.318e-13
1.46	5.272e-13
1.48	5.233e-13
1.5	5.2e-13
1.52	5.171e-13
1.54	5.139e-13
1.56	5.098e-13
1.58	5.053e-13
1.6	5.009e-13
1.62	4.967e-13
1.64	4.927e-13
1.66	4.886e-13
1.68	4.846e-13
1.7	4.811e-13
1.72	4.777e-13
1.74	4.743e-13
1.76	4.711e-13
1.78	4.679e-13
1.8	4.647e-13
1.82	4.614e-13
1.84	4.58e-13
1.86	4.547e-13
1.88	4.518e-13
1.9	4.49e-13
1.92	4.46e-13
1.94	4.429e-13
1.96	4.404e-13
1.98	4.382e-13
2	4.355e-13
2.02	4.326e-13
2.04	4.297e-13
2.06	4.263e-13
2.08	4.228e-13
2.1	4.192e-13
2.12	4.156e-13
2.14	4.119e-13
2.16	4.082e-13
2.18	4.048e-13
2.2	4.018e-13
2.22	3.986e-13
2.24	3.953e-13
2.26	3.919e-13
2.28	3.887e-13
2.3	3.857e-13
2.32	3.827e-13
2.34	3.797e-13
2.36	3.769e-13
2.38	3.741e-13
2.4	3.705e-13
2.42	3.668e-13
2.44	3.631e-13
2.46	3.594e-13
2.48	3.558e-13
2.5	3.522e-13
2.52	3.487e-13
2.54	3.452e-13
2.56	3.419e-13
2.58	3.389e-13
2.6	3.358e-13
2.62	3.326e-13
2.64	3.295e-13
2.66	3.261e-13
2.68	3.224e-13
2.7	3.188e-13
2.72	3.152e-13
2.74	3.112e-13
2.76	3.066e-13
2.78	3.018e-13
2.8	2.969e-13
2.82	2.92e-13
2.84	2.872e-13
2.86	2.823e-13
2.88	2.773e-13
2.9	2.723e-13
2.92	2.674e-13
2.94	2.625e-13
2.96	2.577e-13
2.98	2.529e-13
3	2.481e-13
3.02	2.432e-13
3.04	2.385e-13
3.06	2.341e-13
3.08	2.298e-13
3.1	2.256e-13
3.12	2.211e-13
3.14	2.171e-13
3.16	2.133e-13
3.18	2.095e-13
3.2	2.057e-13
3.22	2.019e-13
3.24	1.981e-13
3.26	1.943e-13
3.28	1.902e-13
3.3	1.861e-13
3.32	1.82e-13
3.34	1.779e-13
3.36	1.738e-13
3.38	1.698e-13
3.4	1.657e-13
3.42	1.617e-13
3.44	1.577e-13
3.46	1.538e-13
3.48	1.499e-13
3.5	1.46e-13
3.52	1.422e-13
3.54	1.387e-13
3.56	1.353e-13
3.58	1.32e-13
3.6	1.288e-13
3.62	1.256e-13
3.64	1.223e-13
